event_id,incident_date,incident_time,site,department,shift,incident_type,description,injury_outcome,recordable,lost_time,near_miss,potential_sif,severity,frequency,critical_control_verified,inspection_completion_rate,training_compliance_pct,exposure_hours,latitude,longitude,risk_score
HSE-1128,2026-03-16,01:10,Terminal E,Logistics,Night,Manual Handling,Manual Handling event reported at Terminal E during night shift.,Medical Treatment,False,False,False,False,1,2,True,75.0,87.9,973,34.0522,-118.2437,2
HSE-1129,2026-03-18,12:50,Depot B,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Depot B during day shift.,Near Miss,False,False,True,False,0,2,True,76.7,92.9,1068,41.8781,-87.6298,0
HSE-1130,2026-03-18,16:40,Plant C,Operations,Day,Chemical Exposure,Chemical Exposure event reported at Plant C during day shift.,Restricted Work,True,True,False,False,5,5,True,100.0,92.9,1336,29.7604,-95.3698,25
HSE-1131,2026-03-18,17:40,Terminal E,Maintenance,Day,Manual Handling,Manual Handling event reported at Terminal E during day shift.,First Aid,True,False,False,False,3,4,True,53.3,94.7,1130,34.0522,-118.2437,12
HSE-1132,2026-03-19,07:00,Depot A,Operations,Day,Near Miss,Near Miss event reported at Depot A during day shift.,Near Miss,False,False,True,False,0,5,True,80.6,95.3,1058,39.7392,-104.9903,0
HSE-1133,2026-03-19,12:40,Warehouse D,Logistics,Day,Slip / Trip,Worker slipped near transfer walkway at Warehouse D during day shift.,Medical Treatment,False,False,False,False,1,1,True,87.5,84.3,1345,33.4484,-112.074,1
HSE-1134,2026-03-19,00:50,Terminal E,Utilities,Night,Equipment Contact,Equipment Contact event reported at Terminal E during night shift.,Medical Treatment,False,False,False,False,1,1,True,90.6,94.3,969,34.0522,-118.2437,1
HSE-1135,2026-03-20,15:40,Terminal E,Utilities,Day,Slip / Trip,Worker slipped near transfer walkway at Terminal E during day shift.,Medical Treatment,False,False,False,False,1,3,True,77.8,98.6,1104,34.0522,-118.2437,3
HSE-1136,2026-03-21,00:00,Terminal E,Operations,Night,Struck By,Struck By event reported at Terminal E during night shift.,Restricted Work,False,False,False,False,1,4,True,93.5,98.9,974,34.0522,-118.2437,4
HSE-1137,2026-03-22,07:00,Depot B,Operations,Day,Equipment Contact,Equipment Contact event reported at Depot B during day shift. Credible worst case could be life-altering.,First Aid,True,True,False,True,5,5,False,67.7,93.4,1370,41.8781,-87.6298,25
HSE-1138,2026-03-23,13:40,Depot B,Logistics,Day,Fall From Height,Elevated work task had incomplete edge protection at Depot B. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,5,5,True,66.7,91.9,1110,41.8781,-87.6298,25
HSE-1139,2026-03-23,08:10,Terminal E,Operations,Day,Manual Handling,Manual Handling event reported at Terminal E during day shift.,Restricted Work,True,True,False,False,4,2,True,83.9,85.4,879,34.0522,-118.2437,8
HSE-1140,2026-03-24,16:10,Depot B,Maintenance,Day,Near Miss,Near Miss event reported at Depot B during day shift.,Near Miss,False,False,True,False,0,3,True,74.1,89.8,1079,41.8781,-87.6298,0
HSE-1141,2026-03-24,13:10,Warehouse D,Logistics,Day,Manual Handling,Manual Handling event reported at Warehouse D during day shift.,Restricted Work,True,False,False,False,2,1,False,96.6,84.9,1380,33.4484,-112.074,2
HSE-1142,2026-03-24,10:40,Terminal E,Maintenance,Day,Manual Handling,Manual Handling event reported at Terminal E during day shift.,Medical Treatment,True,False,False,False,3,4,True,100.0,97.4,1341,34.0522,-118.2437,12
HSE-1143,2026-03-25,06:50,Depot A,Operations,Day,Struck By,Struck By event reported at Depot A during day shift.,Medical Treatment,True,False,False,False,2,3,True,89.7,83.2,1347,39.7392,-104.9903,6
HSE-1144,2026-03-25,01:30,Depot B,Logistics,Night,Near Miss,Near Miss event reported at Depot B during night shift.,Near Miss,False,False,True,False,0,4,True,93.1,95.7,865,41.8781,-87.6298,0
HSE-1145,2026-03-26,16:40,Plant C,Logistics,Day,Slip / Trip,Worker slipped near transfer walkway at Plant C during day shift.,Medical Treatment,True,False,False,False,2,2,True,50.0,86.1,1381,29.7604,-95.3698,4
HSE-1146,2026-03-26,08:00,Terminal E,Operations,Day,Manual Handling,Manual Handling event reported at Terminal E during day shift.,First Aid,True,False,False,False,2,3,True,88.5,84.5,947,34.0522,-118.2437,6
HSE-1147,2026-03-27,02:20,Depot A,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Depot A during night shift.,Restricted Work,False,False,False,False,1,2,True,100.0,95.5,1206,39.7392,-104.9903,2
HSE-1148,2026-03-27,02:40,Plant C,Operations,Night,Near Miss,Near Miss event reported at Plant C during night shift.,Near Miss,False,False,True,False,0,4,True,56.2,98.5,862,29.7604,-95.3698,0
HSE-1149,2026-03-27,01:40,Warehouse D,Maintenance,Night,Near Miss,Near Miss event reported at Warehouse D during night shift.,Near Miss,False,False,True,False,0,2,True,96.3,82.7,1005,33.4484,-112.074,0
HSE-1150,2026-03-28,02:10,Depot B,Operations,Night,Vehicle Interaction,Pedestrian entered forklift travel path at Depot B during night shift. Credible worst case could be life-altering.,First Aid,True,False,False,True,3,1,True,93.3,88.8,893,41.8781,-87.6298,3
HSE-1151,2026-03-29,01:50,Depot B,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Depot B during night shift.,First Aid,False,False,False,False,1,1,True,70.0,94.6,884,41.8781,-87.6298,1
HSE-1152,2026-03-31,00:50,Depot B,Logistics,Night,Slip / Trip,Worker slipped near transfer walkway at Depot B during night shift.,Medical Treatment,True,False,False,False,2,3,True,100.0,95.4,1258,41.8781,-87.6298,6
HSE-1153,2026-03-31,10:20,Warehouse D,Logistics,Day,Manual Handling,Manual Handling event reported at Warehouse D during day shift.,Medical Treatment,True,False,False,False,3,5,False,65.5,95.8,1217,33.4484,-112.074,15
HSE-1154,2026-03-31,09:30,Terminal E,Logistics,Day,Manual Handling,Manual Handling event reported at Terminal E during day shift.,First Aid,True,True,False,False,5,3,False,69.2,90.4,1171,34.0522,-118.2437,15
HSE-1155,2026-04-02,15:30,Depot B,Maintenance,Day,Struck By,Struck By event reported at Depot B during day shift.,Restricted Work,True,True,False,False,4,4,True,93.8,96.6,1167,41.8781,-87.6298,16
HSE-1156,2026-04-04,10:10,Depot A,Operations,Day,Chemical Exposure,Chemical Exposure event reported at Depot A during day shift.,Near Miss,False,False,True,False,0,2,True,96.0,90.2,993,39.7392,-104.9903,0
HSE-1157,2026-04-04,13:00,Depot B,Logistics,Day,Fall From Height,Elevated work task had incomplete edge protection at Depot B. Credible worst case could be life-altering.,First Aid,True,True,False,True,5,1,True,80.0,82.8,1309,41.8781,-87.6298,5
HSE-1158,2026-04-04,23:40,Terminal E,Operations,Night,Chemical Exposure,Chemical Exposure event reported at Terminal E during night shift.,First Aid,True,True,False,False,5,4,True,63.0,83.4,957,34.0522,-118.2437,20
HSE-1159,2026-04-05,06:10,Depot A,Logistics,Day,Slip / Trip,Worker slipped near transfer walkway at Depot A during day shift.,Medical Treatment,True,True,False,False,4,1,True,88.5,89.8,1104,39.7392,-104.9903,4
HSE-1160,2026-04-05,22:30,Plant C,Maintenance,Night,Manual Handling,Manual Handling event reported at Plant C during night shift.,First Aid,True,False,False,False,2,3,True,92.0,88.7,1309,29.7604,-95.3698,6
HSE-1161,2026-04-05,23:10,Terminal E,Operations,Night,Manual Handling,Manual Handling event reported at Terminal E during night shift.,First Aid,False,False,False,False,1,1,True,95.8,90.4,1196,34.0522,-118.2437,1
HSE-1162,2026-04-07,22:20,Depot A,Utilities,Night,Manual Handling,Manual Handling event reported at Depot A during night shift.,Lost Time,True,False,False,False,2,4,True,90.0,86.4,1393,39.7392,-104.9903,8
HSE-1163,2026-04-07,23:30,Depot B,Operations,Night,Fall From Height,Elevated work task had incomplete edge protection at Depot B. Credible worst case could be life-altering.,Lost Time,True,True,False,True,4,1,True,100.0,97.6,1015,41.8781,-87.6298,4
HSE-1164,2026-04-07,11:40,Plant C,Logistics,Day,Slip / Trip,Worker slipped near transfer walkway at Plant C during day shift.,First Aid,False,False,False,False,1,5,True,84.2,91.3,1346,29.7604,-95.3698,5
HSE-1165,2026-04-07,15:10,Warehouse D,Logistics,Day,Struck By,Struck By event reported at Warehouse D during day shift.,Medical Treatment,False,False,False,False,1,1,True,100.0,96.7,1394,33.4484,-112.074,1
HSE-1166,2026-04-08,10:00,Depot A,Utilities,Day,Near Miss,Near Miss event reported at Depot A during day shift.,Near Miss,False,False,True,False,0,1,True,100.0,96.6,907,39.7392,-104.9903,0
HSE-1167,2026-04-08,02:20,Depot B,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Depot B during night shift. Credible worst case could be life-altering.,Restricted Work,True,True,False,True,4,5,True,93.5,97.3,1028,41.8781,-87.6298,20
HSE-1168,2026-04-09,02:30,Depot B,Utilities,Night,Slip / Trip,Worker slipped near transfer walkway at Depot B during night shift.,First Aid,False,False,False,False,1,2,True,88.0,95.6,991,41.8781,-87.6298,2
HSE-1169,2026-04-09,14:00,Terminal E,Maintenance,Day,Equipment Contact,Equipment Contact event reported at Terminal E during day shift.,Medical Treatment,False,False,False,False,1,2,True,93.5,88.0,1290,34.0522,-118.2437,2
HSE-1170,2026-04-10,23:40,Depot A,Operations,Night,Vehicle Interaction,Pedestrian entered forklift travel path at Depot A during night shift. Credible worst case could be life-altering.,First Aid,True,True,False,True,4,1,True,65.4,86.0,999,39.7392,-104.9903,4
HSE-1171,2026-04-10,01:40,Plant C,Maintenance,Night,Manual Handling,Manual Handling event reported at Plant C during night shift.,Medical Treatment,False,False,False,False,1,5,True,100.0,85.3,1370,29.7604,-95.3698,5
HSE-1172,2026-04-11,11:50,Depot A,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Depot A during day shift.,Medical Treatment,False,False,False,False,1,4,True,56.2,99.0,1005,39.7392,-104.9903,4
HSE-1173,2026-04-12,13:30,Depot A,Operations,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Depot A during day shift.,Restricted Work,False,False,False,False,1,4,True,85.0,94.4,1286,39.7392,-104.9903,4
HSE-1174,2026-04-12,18:30,Depot B,Operations,Day,Manual Handling,Manual Handling event reported at Depot B during day shift.,First Aid,True,False,False,False,3,4,True,100.0,92.3,1064,41.8781,-87.6298,12
HSE-1175,2026-04-12,23:20,Terminal E,Operations,Night,Equipment Contact,Equipment Contact event reported at Terminal E during night shift.,First Aid,False,False,False,False,1,3,True,100.0,91.8,974,34.0522,-118.2437,3
HSE-1176,2026-04-13,01:10,Depot B,Logistics,Night,Vehicle Interaction,Pedestrian entered forklift travel path at Depot B during night shift. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,5,3,True,89.7,92.1,984,41.8781,-87.6298,15
HSE-1177,2026-04-13,09:10,Warehouse D,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Warehouse D during day shift.,Lost Time,True,False,False,False,2,2,False,95.5,96.3,1145,33.4484,-112.074,4
HSE-1178,2026-04-14,15:20,Depot A,Operations,Day,Struck By,Struck By event reported at Depot A during day shift.,Medical Treatment,True,False,False,False,2,3,True,70.0,95.5,894,39.7392,-104.9903,6
HSE-1179,2026-04-15,01:20,Depot A,Logistics,Night,Fall From Height,Elevated work task had incomplete edge protection at Depot A. Credible worst case could be life-altering.,First Aid,True,True,False,True,5,5,True,64.0,94.9,1247,39.7392,-104.9903,25
HSE-1180,2026-04-15,13:30,Plant C,Operations,Day,Struck By,Struck By event reported at Plant C during day shift.,First Aid,True,False,False,False,3,3,True,81.5,89.3,1256,29.7604,-95.3698,9
HSE-1181,2026-04-16,02:50,Depot B,Logistics,Night,Slip / Trip,Worker slipped near transfer walkway at Depot B during night shift. Credible worst case could be life-altering.,Near Miss,False,False,True,True,5,1,True,100.0,96.3,1383,41.8781,-87.6298,5
HSE-1182,2026-04-16,08:50,Terminal E,Maintenance,Day,Manual Handling,Manual Handling event reported at Terminal E during day shift.,Lost Time,True,True,False,False,4,5,True,91.7,86.6,1024,34.0522,-118.2437,20
HSE-1183,2026-04-17,17:20,Depot A,Utilities,Day,Chemical Exposure,Chemical Exposure event reported at Depot A during day shift. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,5,2,True,87.5,92.0,1066,39.7392,-104.9903,10
HSE-1184,2026-04-17,17:10,Depot B,Operations,Day,Near Miss,Near Miss event reported at Depot B during day shift.,Near Miss,False,False,True,False,0,3,True,85.0,85.0,1001,41.8781,-87.6298,0
HSE-1185,2026-04-17,08:00,Plant C,Maintenance,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Plant C during day shift.,Medical Treatment,True,True,False,False,4,1,True,100.0,92.3,1069,29.7604,-95.3698,4
HSE-1186,2026-04-18,01:50,Depot B,Operations,Night,Near Miss,Near Miss event reported at Depot B during night shift.,Near Miss,False,False,True,False,0,1,True,100.0,87.9,979,41.8781,-87.6298,0
HSE-1187,2026-04-19,22:10,Depot A,Logistics,Night,Near Miss,Near Miss event reported at Depot A during night shift.,Near Miss,False,False,True,False,0,1,True,54.8,83.3,854,39.7392,-104.9903,0
HSE-1188,2026-04-19,22:40,Warehouse D,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Warehouse D during night shift.,First Aid,True,True,False,False,5,2,True,71.4,86.8,1033,33.4484,-112.074,10
HSE-1189,2026-04-20,09:00,Depot B,Operations,Day,Equipment Contact,Equipment Contact event reported at Depot B during day shift. Credible worst case could be life-altering.,Near Miss,False,False,True,True,5,1,True,78.6,87.0,1020,41.8781,-87.6298,5
HSE-1190,2026-04-20,11:10,Terminal E,Operations,Day,Struck By,Struck By event reported at Terminal E during day shift.,Medical Treatment,True,False,False,False,3,5,True,96.2,84.8,1243,34.0522,-118.2437,15
HSE-1191,2026-04-21,11:20,Depot A,Logistics,Day,Slip / Trip,Worker slipped near transfer walkway at Depot A during day shift.,First Aid,True,False,False,False,2,1,True,86.2,88.0,1237,39.7392,-104.9903,2
HSE-1192,2026-04-21,18:30,Depot B,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Depot B during day shift.,Restricted Work,True,False,False,False,3,1,True,88.9,97.8,1087,41.8781,-87.6298,3
HSE-1193,2026-04-21,13:40,Plant C,Operations,Day,Chemical Exposure,Chemical Exposure event reported at Plant C during day shift. Credible worst case could be life-altering.,Near Miss,False,False,True,True,5,5,True,100.0,84.0,1018,29.7604,-95.3698,25
HSE-1194,2026-04-22,00:00,Depot B,Maintenance,Night,Equipment Contact,Equipment Contact event reported at Depot B during night shift.,Medical Treatment,False,False,False,False,1,5,False,65.6,95.4,1164,41.8781,-87.6298,5
HSE-1195,2026-04-23,11:50,Plant C,Logistics,Day,Manual Handling,Manual Handling event reported at Plant C during day shift.,Medical Treatment,False,False,False,False,1,2,True,70.0,86.7,1202,29.7604,-95.3698,2
HSE-1196,2026-04-24,13:20,Depot A,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Depot A during day shift.,Medical Treatment,False,False,False,False,1,2,True,86.7,87.1,1030,39.7392,-104.9903,2
HSE-1197,2026-04-25,14:50,Depot A,Maintenance,Day,Struck By,Struck By event reported at Depot A during day shift.,Medical Treatment,True,True,False,False,3,4,True,83.3,88.7,1220,39.7392,-104.9903,12
HSE-1198,2026-04-26,13:20,Plant C,Operations,Day,Chemical Exposure,Chemical Exposure event reported at Plant C during day shift. Credible worst case could be life-altering.,Restricted Work,True,True,False,True,4,2,True,67.9,93.9,1019,29.7604,-95.3698,8
HSE-1199,2026-04-27,12:10,Depot B,Logistics,Day,Fall From Height,Elevated work task had incomplete edge protection at Depot B. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,3,2,True,100.0,94.7,1365,41.8781,-87.6298,6
HSE-1200,2026-04-28,23:30,Depot B,Operations,Night,Near Miss,Near Miss event reported at Depot B during night shift.,Near Miss,False,False,True,False,0,2,True,75.0,98.7,1119,41.8781,-87.6298,0
HSE-1201,2026-04-29,09:10,Depot A,Operations,Day,Near Miss,Near Miss event reported at Depot A during day shift.,Near Miss,False,False,True,False,0,4,False,89.3,88.5,926,39.7392,-104.9903,0
HSE-1202,2026-04-29,18:00,Depot B,Utilities,Day,Struck By,Struck By event reported at Depot B during day shift.,Near Miss,False,False,True,False,0,3,True,71.4,87.0,1367,41.8781,-87.6298,0
HSE-1203,2026-04-30,01:50,Depot B,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Depot B during night shift.,First Aid,True,False,False,False,2,3,False,59.4,97.2,1166,41.8781,-87.6298,6
HSE-1204,2026-04-30,15:00,Terminal E,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Terminal E during day shift.,Medical Treatment,True,False,False,False,2,5,True,53.3,95.2,917,34.0522,-118.2437,10
HSE-1205,2026-05-01,14:10,Depot B,Logistics,Day,Slip / Trip,Worker slipped near transfer walkway at Depot B during day shift.,First Aid,True,False,False,False,3,1,False,95.8,88.2,1153,41.8781,-87.6298,3
HSE-1206,2026-05-01,02:50,Warehouse D,Maintenance,Night,Struck By,Struck By event reported at Warehouse D during night shift.,First Aid,True,False,False,False,2,2,True,93.5,85.1,1202,33.4484,-112.074,4
HSE-1207,2026-05-01,17:30,Terminal E,Maintenance,Day,Manual Handling,Manual Handling event reported at Terminal E during day shift.,Near Miss,False,False,True,False,0,4,True,90.0,94.9,1121,34.0522,-118.2437,0
HSE-1208,2026-05-02,01:50,Depot B,Operations,Night,Near Miss,Near Miss event reported at Depot B during night shift.,Near Miss,False,False,True,False,0,1,True,61.5,93.9,1074,41.8781,-87.6298,0
HSE-1209,2026-05-02,13:50,Terminal E,Maintenance,Day,Near Miss,Near Miss event reported at Terminal E during day shift.,Near Miss,False,False,True,False,0,5,True,85.7,87.0,1234,34.0522,-118.2437,0
HSE-1210,2026-05-03,02:10,Depot B,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Depot B during night shift. Credible worst case could be life-altering.,Near Miss,False,True,True,True,3,5,True,93.5,88.8,1194,41.8781,-87.6298,15
HSE-1211,2026-05-03,14:10,Warehouse D,Utilities,Day,Slip / Trip,Worker slipped near transfer walkway at Warehouse D during day shift.,Medical Treatment,True,True,False,False,3,1,True,84.2,90.4,1260,33.4484,-112.074,3
HSE-1212,2026-05-04,02:00,Terminal E,Operations,Night,Chemical Exposure,Chemical Exposure event reported at Terminal E during night shift. Credible worst case could be life-altering.,First Aid,True,True,False,True,4,2,True,96.4,86.1,1284,34.0522,-118.2437,8
HSE-1213,2026-05-06,22:30,Depot B,Logistics,Night,Slip / Trip,Worker slipped near transfer walkway at Depot B during night shift.,Medical Treatment,True,False,False,False,2,3,False,93.8,98.7,962,41.8781,-87.6298,6
HSE-1214,2026-05-06,09:20,Terminal E,Maintenance,Day,Manual Handling,Manual Handling event reported at Terminal E during day shift.,First Aid,False,False,False,False,1,2,True,72.7,89.4,954,34.0522,-118.2437,2
HSE-1215,2026-05-08,08:00,Depot B,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Depot B during day shift.,First Aid,True,False,False,False,2,1,True,73.3,85.9,1004,41.8781,-87.6298,2
HSE-1216,2026-05-09,00:20,Depot B,Maintenance,Night,Equipment Contact,Equipment Contact event reported at Depot B during night shift. Credible worst case could be life-altering.,Lost Time,True,True,False,True,5,4,True,76.0,87.9,1316,41.8781,-87.6298,20
HSE-1217,2026-05-09,07:50,Warehouse D,Utilities,Day,Equipment Contact,Equipment Contact event reported at Warehouse D during day shift.,Medical Treatment,True,False,False,False,2,2,True,85.2,87.5,1115,33.4484,-112.074,4
HSE-1218,2026-05-11,00:40,Depot B,Logistics,Night,Slip / Trip,Worker slipped near transfer walkway at Depot B during night shift.,Near Miss,False,False,True,False,0,1,False,91.7,84.5,1106,41.8781,-87.6298,0
HSE-1219,2026-05-11,02:00,Terminal E,Logistics,Night,Slip / Trip,Worker slipped near transfer walkway at Terminal E during night shift.,First Aid,True,True,False,False,3,2,True,78.1,92.1,1103,34.0522,-118.2437,6
HSE-1220,2026-05-12,12:20,Depot A,Logistics,Day,Manual Handling,Manual Handling event reported at Depot A during day shift.,Near Miss,False,False,True,False,0,3,True,89.7,88.4,1347,39.7392,-104.9903,0
HSE-1221,2026-05-12,23:40,Depot B,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Depot B during night shift. Credible worst case could be life-altering.,Restricted Work,True,True,False,True,5,1,True,84.2,88.5,906,41.8781,-87.6298,5
HSE-1222,2026-05-13,12:20,Warehouse D,Logistics,Day,Chemical Exposure,Chemical Exposure event reported at Warehouse D during day shift. Credible worst case could be life-altering.,Near Miss,False,False,True,True,5,2,True,93.3,98.6,1281,33.4484,-112.074,10
HSE-1223,2026-05-14,00:10,Terminal E,Operations,Night,Vehicle Interaction,Pedestrian entered forklift travel path at Terminal E during night shift.,Lost Time,True,False,False,False,3,2,True,92.0,83.6,1220,34.0522,-118.2437,6
HSE-1224,2026-05-15,16:50,Depot A,Utilities,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Depot A during day shift. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,5,4,True,71.9,94.1,1220,39.7392,-104.9903,20
HSE-1225,2026-05-15,08:20,Depot B,Operations,Day,Struck By,Struck By event reported at Depot B during day shift.,Lost Time,False,False,False,False,1,1,True,85.7,90.4,1061,41.8781,-87.6298,1
HSE-1226,2026-05-15,11:00,Terminal E,Operations,Day,Manual Handling,Manual Handling event reported at Terminal E during day shift.,Restricted Work,True,True,False,False,4,2,True,82.1,84.2,1225,34.0522,-118.2437,8
HSE-1227,2026-05-16,02:20,Depot B,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Depot B during night shift.,First Aid,False,False,False,False,1,2,True,72.0,97.4,1189,41.8781,-87.6298,2
HSE-1228,2026-05-16,07:10,Warehouse D,Utilities,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Warehouse D during day shift. Credible worst case could be life-altering.,Restricted Work,True,False,False,True,3,1,True,90.3,84.6,1028,33.4484,-112.074,3
HSE-1229,2026-05-17,00:00,Depot B,Logistics,Night,Vehicle Interaction,Pedestrian entered forklift travel path at Depot B during night shift.,First Aid,True,True,False,False,3,3,True,96.6,98.5,1074,41.8781,-87.6298,9
HSE-1230,2026-05-17,18:30,Warehouse D,Operations,Day,Manual Handling,Manual Handling event reported at Warehouse D during day shift.,Lost Time,True,False,False,False,2,5,True,92.0,92.8,1323,33.4484,-112.074,10
HSE-1231,2026-05-17,17:20,Terminal E,Operations,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Terminal E during day shift. Credible worst case could be life-altering.,First Aid,True,True,False,True,4,4,True,100.0,86.2,895,34.0522,-118.2437,16
HSE-1232,2026-05-18,16:20,Depot A,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Depot A during day shift.,Near Miss,False,False,True,False,0,3,True,93.5,97.9,1154,39.7392,-104.9903,0
HSE-1233,2026-05-18,22:50,Warehouse D,Operations,Night,Struck By,Struck By event reported at Warehouse D during night shift.,Medical Treatment,True,False,False,False,3,5,True,71.9,92.1,1318,33.4484,-112.074,15
HSE-1234,2026-05-18,17:40,Terminal E,Maintenance,Day,Slip / Trip,Worker slipped near transfer walkway at Terminal E during day shift.,First Aid,True,False,False,False,3,5,True,72.0,90.8,1204,34.0522,-118.2437,15
HSE-1235,2026-05-19,22:00,Depot B,Operations,Night,Manual Handling,Manual Handling event reported at Depot B during night shift.,Restricted Work,True,False,False,False,3,1,True,73.3,85.3,1036,41.8781,-87.6298,3
HSE-1236,2026-05-19,14:30,Warehouse D,Maintenance,Day,Struck By,Struck By event reported at Warehouse D during day shift.,Restricted Work,False,False,False,False,1,3,True,60.0,85.6,1383,33.4484,-112.074,3
HSE-1237,2026-05-20,22:20,Depot A,Operations,Night,Manual Handling,Manual Handling event reported at Depot A during night shift.,Restricted Work,True,False,False,False,3,4,True,87.5,90.1,1332,39.7392,-104.9903,12
HSE-1238,2026-05-20,18:20,Terminal E,Logistics,Day,Struck By,Struck By event reported at Terminal E during day shift.,Restricted Work,True,False,False,False,2,4,True,88.5,98.5,1105,34.0522,-118.2437,8
HSE-1239,2026-05-22,06:20,Depot A,Operations,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Depot A during day shift. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,5,3,True,87.0,88.0,1396,39.7392,-104.9903,15
HSE-1240,2026-05-22,02:00,Plant C,Operations,Night,Equipment Contact,Equipment Contact event reported at Plant C during night shift.,Medical Treatment,True,False,False,False,3,3,True,90.6,92.8,953,29.7604,-95.3698,9
HSE-1241,2026-05-23,00:20,Warehouse D,Operations,Night,Near Miss,Near Miss event reported at Warehouse D during night shift.,Near Miss,False,False,True,False,0,4,True,96.0,95.2,1378,33.4484,-112.074,0
HSE-1242,2026-05-23,12:40,Terminal E,Logistics,Day,Chemical Exposure,Chemical Exposure event reported at Terminal E during day shift. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,5,4,True,100.0,85.4,1156,34.0522,-118.2437,20
HSE-1243,2026-05-24,09:30,Warehouse D,Operations,Day,Chemical Exposure,Chemical Exposure event reported at Warehouse D during day shift.,Near Miss,False,False,True,False,0,1,True,84.2,92.8,1395,33.4484,-112.074,0
HSE-1244,2026-05-25,02:00,Terminal E,Maintenance,Night,Struck By,Struck By event reported at Terminal E during night shift.,Near Miss,False,False,True,False,0,4,True,73.3,84.2,991,34.0522,-118.2437,0
HSE-1245,2026-05-26,01:10,Plant C,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Plant C during night shift.,Medical Treatment,False,False,False,False,1,4,True,92.6,86.7,1185,29.7604,-95.3698,4
HSE-1246,2026-05-27,14:40,Depot B,Logistics,Day,Slip / Trip,Worker slipped near transfer walkway at Depot B during day shift.,Medical Treatment,True,False,False,False,2,4,True,100.0,85.3,1185,41.8781,-87.6298,8
HSE-1247,2026-05-27,07:20,Warehouse D,Operations,Day,Fall From Height,Elevated work task had incomplete edge protection at Warehouse D. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,4,5,False,84.2,86.4,1006,33.4484,-112.074,20
HSE-1248,2026-05-28,02:30,Depot B,Logistics,Night,Struck By,Struck By event reported at Depot B during night shift.,First Aid,True,True,False,False,4,5,True,86.2,97.7,1147,41.8781,-87.6298,20
HSE-1249,2026-05-29,09:00,Terminal E,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Terminal E during day shift.,Lost Time,True,False,False,False,2,1,True,57.1,95.3,983,34.0522,-118.2437,2
HSE-1250,2026-05-30,23:50,Depot B,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Depot B during night shift. Credible worst case could be life-altering.,First Aid,True,True,False,True,4,3,True,93.8,91.9,873,41.8781,-87.6298,12
HSE-1251,2026-05-30,15:30,Terminal E,Logistics,Day,Manual Handling,Manual Handling event reported at Terminal E during day shift.,Near Miss,False,False,True,False,0,3,True,95.7,96.9,999,34.0522,-118.2437,0
HSE-1252,2026-05-31,07:30,Depot A,Maintenance,Day,Manual Handling,Manual Handling event reported at Depot A during day shift.,Restricted Work,True,True,False,False,5,5,False,82.8,98.2,957,39.7392,-104.9903,25
HSE-1253,2026-05-31,22:10,Plant C,Logistics,Night,Manual Handling,Manual Handling event reported at Plant C during night shift.,First Aid,False,False,False,False,1,5,True,87.5,90.0,1308,29.7604,-95.3698,5
HSE-1254,2026-05-31,17:30,Warehouse D,Operations,Day,Equipment Contact,Equipment Contact event reported at Warehouse D during day shift.,First Aid,False,False,False,False,1,4,True,90.5,97.7,1004,33.4484,-112.074,4
HSE-1255,2026-05-31,17:20,Terminal E,Maintenance,Day,Chemical Exposure,Chemical Exposure event reported at Terminal E during day shift.,First Aid,True,False,False,False,3,4,True,59.3,86.0,1319,34.0522,-118.2437,12
HSE-1256,2026-06-01,22:40,Terminal E,Operations,Night,Equipment Contact,Equipment Contact event reported at Terminal E during night shift.,Medical Treatment,False,False,False,False,1,2,True,61.3,92.4,1190,34.0522,-118.2437,2
